Sen_fre ,Sen_gho
"Celui qui aime père ou mère plus que moi, n’est pas digne de moi ; et celui qui aime fils ou fille plus que moi, n’est pas digne de moi;","Mo y?? e ?khu? tap e k? map e t? shy? a b? e ka ku'ny? n? m?. Mo y?? e ?khu? mú e y? mb? k? y? mjwi? l? t? shy? a, b? e ka ku'ny? n? m?."
"Celui qui reçoit un prophète en qualité de prophète, recevra la récompense d’un prophète; et celui qui reçoit un juste en qualité de juste, recevra la récompense d’un juste.",Mo y? e l? g?m gh?m Si pa' g?m gh?m Si a g? s?' ?kwi mcw?'fa' bi g?m gh?m Si. Mo y? e n?? d? mo d??d?? pa' mo d??d?? a s?' ?kwi mcw?'fa' mo d??d??.
"Et quiconque aura donné à boire seulement une coupe d’eau froide à l’un de ces petits, en qualité de disciple, en vérité, je vous dis, il ne perdra point sa récompense.","Mo y? e h? ba? nthu' shy? n? nw? bi mu' mú n? po? p?? g? m n? pa' e mukh? a?, b? g? si? w? kwa' ny?ny? g?? e t? g? s?' pi my?? mcw?'fa' p??."
"Et il arriva, quand Jésus eut achevé de donner ses ordres à ses douze disciples, qu’il partit de là pour enseigner et prêcher dans leurs villes.","Yeso l?? mi? n? si? p?kh?? py? shw?pp??? mgha?m pa' wap g? n? fa' a, du g? ji't? p? nth?m mtisu? map, b?? si? wap Cu? p?pu?."
"Et Jean, ayant ouï parler dans la prison des œuvres du Christ, envoya par ses disciples, 3 et lui dit: Es-tu celui qui vient, ou devons-nous en attendre un autre?","A l? p?? po'o Yohane ti?ny? dy?c?? ju' mfa' Kristo, nth?m p?kh?? py? g? wap gh?? h??t?? e g?:"
"et lui dit: Es-tu celui qui vient, ou devons-nous en attendre un autre?","O b?? mo y? e b??w? g? s?' a, k? py? g? pi? pyap mu' mo?"
"Et Jésus, répondant, leur dit: Allez, et rapportez à Jean les choses que vous entendez et que vous voyez:","Yeso pa' bi pu g?: Po gh? si? Yohane yw? y? po ju' a, ba y? po j? a:"
"et celui qui ne prend pas sa croix et ne vient pas après moi, n’est pas digne de moi.",Mo y? e ka kwa y? b?ny?p?ny? n? jap j??m m? a ba e ka ku'ny? n? m?.
"Celui qui aura trouvé sa vie, la perdra; et celui qui aura perdu sa vie pour l’amour de moi, la trouvera.","Mo y? e lw?' v?k e a g? s?' pi, t?? mo y? e pi v?k e n? m? a g? s?' v?k."
"Celui qui vous reçoit, me reçoit; et celui qui me reçoit, reçoit celui qui m’a envoyé.","Mo y? e l? w? dy? a d? pa' p? my??. Mo y? e n?? d? a, b? e d? pa' mo y? e nth?m a."
"les aveugles recouvrent la vue et les boiteux marchent ; les lépreux sont rendus nets et les sourds entendent, et les morts sont ressuscités, et l’évangile est annoncé aux pauvres.","Mf?? w? j? ts?', mkho't? p?w? gi?? d??d??, mgh? ka'pap p??w? d?, mbu'mt?? pi? b?w? ju', mpf?? p? p??w? jam n? v??, pu pi? b?w? si? Cu? p?pu? bi mp???."
Et bienheureux est quiconque n’aura pas été scandalisé en moi.,Bu?tse? b? mo y? ? t? g? p? yw? fa't? y? e g? cy? m n? v?si a p?.
"Et comme ils s’en allaient, Jésus se mit à dire de Jean aux foules : Qu’êtes-vous allés voir au désert ? Un roseau agité par le vent ?","Cw? y? p?kh?? Yohane l? gh? a, Yeso gh?mnw? bi p?mn?? n? é g?m g?: Pó l? g? m ghakgo le k?? Sh?? ka' y? f?fa w? ??'ny? a l??"
"Mais qu’êtes-vous allés voir ? Un homme vêtu de vêtements précieux ? Voici, ceux qui portent des choses précieuses sont dans les maisons des rois.",Po l? g? m n? y? k?? Mo b?? e kwa dz? mkwì? l?? P? kwa dz? mkwì? shw?? m dy?? mfo.
"Mais qu’êtes-vous allés voir ? Un prophète ? Oui, vous dis-je, et plus qu’un prophète;",T? po l?? g? m n? y? k?? G?m gh?m Si l?? ?? g? si? w? g? e cy? g?m gh?m Si.
"car c’est ici celui dont il est écrit : «Voici, moi j’envoie mon messager devant ta face, lequel préparera ton chemin devant toi»","A b?? mo y? a b? pú v? n? e g?: Po y?, g?? t?m shwi?kh?? a dz? o; e g? nyapt? m?jy? o dz?? o."
"En vérité, je vous dis : parmi ceux qui sont nés de femme, il n’en a été suscité aucun de plus grand que Jean le baptiseur ; mais le moindre dans le royaume des cieux est plus grand que lui.","G? si? w? kwa' ny?ny? g??, c?c?? p? py? mjwi? dz? a, s?mmo ka t?m n? t? shy?? Yohane nu' p? shy?; da' g?? muk?c?k mò nth?m N?fo k?b?? b? e cy? e."
"Mais, depuis les jours de Jean le baptiseur jusqu’à maintenant, le royaume des cieux est pris par violence, et les violents le ravissent.","T?? f? n? cw? Yohane nu' p? shy? g? ?kh?m ty?' ?, N?fo k?b?? b? a c?' nw? g?', mgh? g?' n?? p?w? d??."
Car tous les prophètes et la loi ont prophétisé jusqu’à Jean.,N? pa' gu? mgh?m gh?m Si ba mco' l? gh??m t? ?kh?m n? Yohane.
"Et si vous voulez recevoir [ce que je vous dis], celui-ci est Élie qui doit venir.","Po p? g? yu' kwa' p?pú?, po zhy?? g? Yohane n? b?? Elia y? e g? pi? s?' a."
"Qui a des oreilles pour entendre, qu’il entende.","Mo y? e gh? mt?? a, e yu'!"
"Mais à qui comparerai-je cette génération ? Elle est semblable à de petits enfants assis dans les marchés, et criant à leurs compagnons, et disant:",G? g? fo' p? n?? y?? w?? dz?? n? k?? Bi a p?? pú fo' p? n?? y?? w?? dz?? n? p?kh?? b? wap cw? t?t? b?w? g?m c?c?? pu g?:
"Nous vous avons joué de la flûte, et vous n’avez pas dansé ; nous vous avons chanté des complaintes, et vous ne vous êtes pas lamentés.","Py? tu? du? bi po, po l? n??! ?kwa v??, po l? ts?p k?k?p y?!."
"Car Jean est venu ne mangeant ni ne buvant, et ils disent : Il a un démon.","N? pa' Yohane ke? s??', e l? p? dz?? yw?, e l? n?? nw?? yw?, pu gh?m g? zhweny? cw?pu? n? e."
"Le fils de l’homme est venu mangeant et buvant, et ils disent : Voici un mangeur et un buveur, un ami des publicains et des pécheurs. Et la sagesse a été justifiée par ses enfants. ","Mú mo s?', b?? dz?? yw?, bi? b?? nw? yw? pu gh?m g?: E b? dz?? yw?, b? nw? mlù', so p? kwishw?p pu a mgh? mh??. Da' g?? mfa' my?? le g? pú zhy? zhy?nw? y? a f? bi Si a."
"Alors il commença à adresser des reproches aux villes dans lesquelles le plus grand nombre de ses miracles avaient été faits, parce qu’elles ne s’étaient pas repenties: ","A l? p? po' Yeso to' n?? gh?mt? mtisu? my? e l?? té msya n? a, n? pa' wap le? t? p?? t?m tsap a g?:"
"Malheur à toi, Chorazin ! malheur à toi, Bethsaïda ! car si les miracles qui ont été faits au milieu de vous eussent été faits dans Tyr et dans Sidon, il y a longtemps qu’elles se seraient repenties sous le sac et la cendre.","Gh?gh?? o Korazin! Gh?gh?? o Betsaida! N? pa' msya my? pu l? gh? c?c?? po a, l? pe' b?? m Tiro pu Sidon, b? wap le? da' shi' v?? ?kwá mp??, b?? t?m tsap."
Mais je vous dis que le sort de Tyr et de Sidon sera plus supportable au jour de jugement que le vôtre.,"?? g? si? w? kwa' ny?ny? g?? ty?'dz? n? fy?', go' Tiro pu Sidon l? p? yw? n? y?."
"Et toi, Capernaüm, qui as été élevée jusqu’au ciel, tu seras abaissée jusque dans le hadès* ; car si les miracles qui ont été faits au milieu de toi eussent été faits dans Sodome, elle serait demeurée jusqu’à aujourd’hui.","S?' m n? o m Kap?rnaum, o kw?' t? ?kho p? k?b??, b? o g? s?' fi' t? ko gu? a v??. N? pa' msya my? pu l? gh? yw? o a l? pé'e b?? m Sod?m, b? Sod?m j? p?w? ty?' ?."
Mais je vous dis que le sort du pays de Sodome sera plus supportable au jour de jugement que le tien.,"A po' t? b?w? si? o g? ty?' fy?', go' Sod?m l? p?? yw? n? go' o. Po s?' b?? m?, j? hwit?"
"En ce temps-là, Jésus répondit et dit: Je te loue, ô Père, Seigneur du ciel et de la terre, parce que tu as caché ces choses aux sages et aux intelligents, et que tu les as révélées aux petits enfants.","A l? p? cw? o b?, Yeso l? gh?m g?m g?: G? sé o m Ta, Cy?p? k?b?? pu ca?', n? pa'o? t?m yw? b? bi mzhy?? f?? pu a mzhy?nw?, da' g? bi? da't? bi po? mk?c?k pó."
"Oui, Père, car c’est ce que tu as trouvé bon devant toi.","?? m Ta, o g? po'o pa' o y? a."
"Toutes choses m’ont été livrées par mon Père ; et personne ne connaît le Fils, si ce n’est le Père ; ni personne ne connaît le Père, si ce n’est le Fils, et celui à qui le Fils voudra le révéler.","Tá b? e h? gu? yw? aw? b?m. S?mmo ka zhy?? Mú t? ne? da' Tá, s?mmo l? pi? n??? jy?? Tá t?? ne? da' Mú, bi? g? mo y? Mú gh? g?? e zhy?? e a."
"Venez à moi, vous tous qui vous fatiguez et qui êtes chargés, et moi, je vous donnerai du repos.","Po s?' b?m gu? y? aw? py? ?kh?m b??w? dzá w? a, h? hwit? bi po."
"Prenez mon joug sur vous, et apprenez de moi, car je suis débonnaire* et humble de cœur ; et vous trouverez le repos de vos âmes.","Po kwa k?lo' á n? po, s? ji't? nw? a, n? pa' g? b? g? gh? t?m byány?? ba n? fi'n? h? Si, po g? gh? hwit? n? t?m ts?."
Car mon joug est aisé et mon fardeau est léger.,"??, k?lo' a b? a y?? n? kwa, ?kh?m a pi? j?? g? fa?."
"En ce temps-là, Jésus allait par les blés, un jour de sabbat* ; et ses disciples avaient faim, et se mirent à arracher des épis et à manger.","A l? p? cw? o b?, Yeso p? shy?? n? mu' pé ms?t??? ty?' Sabat. Jiku?' y? p?kh?? py??. Wap to' n? p? bo' mc?? ms??t??? b? pf?."
"Et les pharisiens voyant [cela], lui dirent : Voilà, tes disciples font ce qu’il n’est pas permis de faire en un jour de sabbat.","P? Farisai l? n? y? po'o, g?m bi Yeso g?: Y?, p?kh?? w?? g? yw? y? a b?? pu ka pi? g?? pu gh? ty?' Sabat a."
"Mais il leur dit : N’avez-vous pas lu ce que fit David, quand il eut faim, et ceux qui étaient avec lui;",E pa' bi pu g?: Po la m ?khe yw? y? David l?? gh? cw? y? jiku'u l? y?? e pu a mso ghi? py? a?
"comment il entra dans la maison de Dieu et mangea les pains de proposition, qu’il ne lui était pas permis de manger ni à ceux qui étaient avec lui, mais aux sacrificateurs seuls?","Pa' e l? ko? Dy? Si, pu a mso py?, pf? ms?? n? nu?pw?' my? a l?? b? pu ka pi? g? s?mmo n? pú pf?, k? y??, k? mso py? l?, t? ne da' mkamsi a?"
"Ou n’avez-vous pas lu dans la loi, que, le jour de sabbat, les sacrificateurs dans le temple profanent le sabbat et ne sont pas coupables?","K? pó la m ?khe n? mcò' g?? a b?? ty?' Sabat Dy? Si, mkamsi p?pt? mcò' la' a p? b? wap h? nw?? a?"
Mais je vous dis qu’il y a ici quelque chose de plus grand que le temple.,T? g? si? w? g? yw? ts?'? b? a? ghu' shy? Dy? Si.
"Et si vous aviez connu ce que c’est que : «Je veux miséricorde et non pas sacrifice» , vous n’auriez pas condamné ceux qui ne sont pas coupables.","Po la' pe' ju' yw? y? gh?m tsy? a g?m g?: G?? sh?? c?mmtsò, ? t?? sh?? ts? pw?' a g?m a, b? po ka ny?? sh? th? p? p?? g? py? wap ka h?nw? a."
Car le fils de l’homme est seigneur du sabbat.,N? pa' Mú mò b?? ta Sabat.
"Et étant parti de là, jesus vint dans leur synagogue.",Yeso l? lu? ts?'u g? ?kho sinagog? pú.
"Et voici, il y avait là un homme qui avait la main sèche. Et ils l’interrogèrent, disant : Est-il permis de guérir, le jour de sabbat ? — afin de l’accuser.",Mu' mo l? b? dy? b? b? pu é cwy?m P? Farisai h??t? Yeso n? d??t? e g?: A b? pú pi? g? pú y?? gho ty?' Sabat a?
"Mais il leur dit : Quel sera l’homme d’entre vous, qui aura une* brebis, et qui, si elle vient à tomber dans une fosse un jour de sabbat, ne la prendra et ne la relèvera pas ?","Da' g?? Yeso gh?m bi pú g?: W? n? po bi a p?? e gh? mú j??j?? e y?mu', e v?? gh?m ty?' Sabat, b? é t?? g? kwa é, té é gh?m a?"
Combien donc un homme vaut-il mieux qu’une brebis ! De sorte qu’il est permis de faire du bien le jour de sabbat.,T? mc??m s?' n? mo y? a b? e cy? j??j?? a! A b?? pú pi? g?? pú gh? nw? p?pu? ty?' Sabat.
"Alors il dit à l’homme : Étends ta main. Et il l’étendit, et elle fut rendue saine comme l’autre.","E l? pi? g?m bi b? b? g?: Si? pu o?. B? b? l? si? pù e, a cw? p?pu? pa' y? mu' gh?? a."
"Et les pharisiens, étant sortis, tinrent conseil contre lui pour le faire périr;","P? Farisai l? t?m cw?l?, shu't? sh?m pa' wap g? gh? t?? zhw? Yeso a."
"mais Jésus, le sachant, se retira de là ; et de grandes foules le suivirent, et il les guérit tous. ","Yeso l? n? yu' po'o, dú ts?'u, v?? du p? yap j??m e, e p?? j?? wap aw?."
"Et il leur défendit expressément de rendre son nom public,","B? g?m bi pu g?? ka wap gh? pu zhy? e,"
"afin que fût accompli ce qui a été dit par Ésaïe le prophète, disant",po'o g? yw? y? g?m gh?m Si Esaya l? gh?m a p?mt?? g?:
"«Voici mon serviteur que j’ai élu, mon bien-aimé, en qui mon âme a trouvé son plaisir ; je mettrai mon Esprit sur lui, et il annoncera [le] jugement aux nations.","Y?? b? g?fa' a y? g? shi e a, mo y? g? ?khù? e té' a, y? a bu? g? shw?' e a. G? g? s?' ny?? Zhweny? a n? é, e pi? b? da't? nw? d??d?? bi nth?m nth??m."
"Il ne contestera pas, et ne criera pas, et personne n’entendra sa voix dans les rues;.",E t? g? s?' p?? c?? nw? p?; e l? p?? sh?k ; pu l? p?? ju' gi e n? s?mts?'.
"il ne brisera pas le roseau froissé, et il n’éteindra pas le lumignon qui fume, jusqu’à ce qu’il ait produit en victoire le jugement;","E t? g? s?' po' ka' tsy? a p? a p??, e l? pí s?sa' m?k, t? nw? d??d?? cy?? shù."
et les nations espéreront en son nom»,Nth?m nth??m g? s?' p?? yap mkw?ny? map p?? n? tsó tsy??.
"Alors il lui fut amené un démoniaque aveugle et muet, et il le guérit ; de sorte que l’homme aveugle et muet parlait et voyait.","Pú l? l?? mu' mo s?' bi Yeso, zhweny? cw?pù? p?? n? e, e p?? f?? bi? b?? t? gh?m; Yeso y?? é t? e gh?mnw?, bi? j? ts?'."
Et toutes les foules étaient hors d’elles et disaient : Celui-ci serait-il le fils de David?,"Nw? l? cy?? p?mn??, wap p?? g?m g?: Mo y?? g? t?? b?? Mu David a l??"
"Mais les pharisiens, ayant entendu cela, dirent : Celui-ci ne chasse les démons que par Béelzébul, chef des démons.",Da' g? p? Farisai l?? n? yu' yap g?m g?: Mo y?? d? p?? Be?lz?bul tá mzhweny? cw?pu? t?? n?? j?? mzhweny? cw?pu?.
"Et Jésus, connaissant leurs pensées, leur dit : Tout royaume divisé contre lui-même sera réduit en désert ; et toute ville ou maison divisée contre elle-même ne subsistera pas.","Yeso l? zhy?? mkw?ny? map g?m bi pu g?: Gu? n?fo tsy? a ghapt? a b? gu? bipi?. Bi a p?? s?m tisu?, k? s?m tu?dy? l? y? ?khy?'ny? ko n? a l? v?k."
"Et si Satan chasse Satan, il est divisé contre lui-même ; comment donc son royaume subsistera-til ? ","A p? g?? Sata zh?? Sata, b? e ghapt? n? e, b? n?fo tsy?? g? pi? p?w? m g? k??"
"Et si c’est par Béelzébul que moi je chasse les démons, vos fils par qui les chassent-ils ? C’est pourquoi ils seront eux-mêmes vos juges.",A p? g?? g? d? Be?lz?bul t?? n?? j?? mzhweny? cw?pu? b? p?kh? p? d? k?? j?? wap ?? Wap n? g? cw?'t? w? p?? wap wap.
"Mais si moi je chasse les démons par l’Esprit de Dieu, alors le royaume de Dieu est parvenu jusqu’à vous. ",Da' g?? a p? g?? g?? d? Zhweny? Si t?? n? j?? mzhweny? cw?pu? b? n?fo Si s?' t?? ?kh?m n? po.
"Ou comment quelqu’un pourra-t-il entrer dans la maison de l’homme fort et piller ses biens, si premièrement il n’a lié l’homme fort ? et alors il pillera sa maison.",A n?? b?? bi a p? mo ko dy? g? g??' j? ts?? tsy? m g?? k?? T? l??dz? kw? e? E kw? e b? e g? sim dy? e.
"Celui qui n’est pas avec moi, est contre moi ; et celui qui n’assemble pas avec moi, disperse","Mo y? py? e t? b? a p?? b?? g? bo a, mo y? py? e t? n?? b?mt? shu't?? a p? sa't?."
C’est pourquoi je vous dis : tout péché et [tout] blasphème* sera pardonné aux hommes ; mais le blasphème* contre l’Esprit ne sera pas pardonné aux hommes.,"A po'o t? g?? si? w? g?? pu g? s?' l? gu? mh? b? gu? mcap n? cwy?' p?mn??, da' g? pu t? g? s?' cwy?' mo n? n? cap Zhweny? p?."
"Et quiconque aura parlé contre le fils de l’homme, il lui sera pardonné ; mais quiconque aura parlé* contre l’Esprit Saint, il ne lui sera pardonné ni dans ce siècle, ni dans celui qui est à venir. ","Mo y? e gh?mnw? n? Mú mo a pu g? s?' n? cwy?' e, da' g? bi a p?? e gh?mnw? n? Zhweny? D?l?? b? pu t? g? s?' n? cwy?' e nth?m y?? dz?? k? y? dz?? y? a g? t? s?' a l?."
"Ou faites l’arbre bon et son fruit bon, ou faites l’arbre mauvais et son fruit mauvais, car l’arbre est connu par son fruit.","Mo gh? ta'th? p?pú?, b? e g? gh? t?mth?? p?pu?, bi? g? ta'th? cw?pù? b? o g? gh? t?mthé cw?pu?. Pù jy? ta'th? p? n? t?m é."
"Race de vipères, comment, étant méchants, pouvez-vous dire de bonnes choses ? car de l’abondance du cœur la bouche parle.","W? gwya mn?k mtì?, bi a p?? po gh?mnw? p?pu? m g?? k??, b? po p?k ti? pá' a? N? pá' yw? y? mo g?m a b? yw? y? a nth?m nth?m t?m e a."
"L’homme bon, du bon trésor, produit de bonnes choses, et l’homme mauvais, du mauvais trésor, produit de mauvaises choses.",Mo p?pú? nthé ts? p?pu? nth?m nth?? p?pu? e; mo cw?pu? p?? nthé ts? cw?pu? nth?m nth? cw?pu? e.
"Et je vous dis que, de toute parole oiseuse qu’ils auront dite, les hommes rendront compte au jour de jugement;",T?? g? si? w? g?? p?mn?? g? s?' pa' nw? n? mgh?m cw?pu? my? a l? t?m shw?? pu a.
"car par tes paroles tu seras justifié, et par tes paroles tu seras condamné.","N? pa' a g? s?' cy? p?? m n? mgh?m mu? t?? o t?m n? sh??, pi? cy? p?? m n? mgh?m mu? t?? o kó n? sh??."
"Alors quelques-uns des scribes et des pharisiens lui répondirent, disant : Maître, nous désirons voir un signe de ta part.",A l? p?? po'o sh?? p? zhy?? mco' pu a p? Farisai l? gh?m g??m g?: Ta py? w? sh?? g?? o gh? py? y? ta' mti?.
"Mais lui, répondant, leur dit : Une génération méchante et adultère recherche un signe ; et il ne lui sera pas donné de signe, si ce n’est le signe de Jonas le prophète.",Yeso pa' bi pu g?: P? n? w?dz? cw?pu? p?? gh? ghap h??t?? mti?! Pu t? g? pi? la't? s?m mti? bi pu p?? t? ne? da' my?? g?m gh?m Si Yona.
"Car, comme Jonas fut dans le ventre du cétacé trois jours et trois nuits, ainsi le fils de l’homme sera trois jours et trois nuits dans le sein de la terre.","N? pa' d??d?? pá' Yona l? gh? mty?'dz?? m?thá ba mts??' m?thá vam m? bapgu a, a d??d?? po'o t?? Mú mo g? s?' gh? mty?'dz?? m?thá ba mts??' m?thá nth?m ca'."
"Des hommes de Ninive se lèveront au jugement avec cette génération et la condamneront, car ils se sont repentis à la prédication de Jonas, et voici, il y a ici plus que Jonas.","A g? s?' p?? ty?'dz?? n? fy?', p?? Niniv? lusi pu a p? n? y?? w?dz?? p?? Niniv? p? ny?? sh? th?? pú n? pa' a b? wap le? ju' gh?m Yona b??t??m tsap a, T?? po zhy? g?? mo y? e ts?' a cy? Yona."
"Or quand l’esprit immonde est sorti d’un homme, il va par des lieux secs, cherchant du repos, et il n’en trouve point.","A b?? cw? y? zhweny? cw?pu? t?m n? mo a, e p? ?kha n? mghak ts??', b? sh?? ts?' hwit??, da' g?? e l? y? p??."
"Alors il dit : Je retournerai dans ma maison d’où je suis sorti. Et y étant venu, il la trouve vide, balayée et ornée.","A p?? po'o e gh?m g?: G?? g? p?ny? n? ts?' shw? a y? d? t?m n? a. E b?ny? cw?l?, j? ts?' la' yw? p? n?, b? pu kh??m, jap ?kh? n?."
"Alors il va, et prend avec lui sept autres esprits plus méchants que lui-même ; et étant entrés, ils habitent là ; et la dernière condition de cet homme-là est pire que la première. Ainsi en sera-t-il aussi de cette génération méchante.","E gh? cw?l? d? sh? mzhweny? s?mb?? b? wap p?k shy? e, pu a pú s?' ?kho n? mo b?; mo b? pi? b?k shy?? pa' e l? ji b?? a. A g? s?' p?? p? d??d?? po'o n? y?? w?? dz?? cw?pu?."
"Et comme il parlait encore aux foules, voici, sa mère et ses frères se tenaient dehors, cherchant à lui parler.","Cw? y?? Yeso l? p?? g?m nw? bi p?mn?? a, map e pu a mf? py? ti?ny? dz?? b?w? sh?? n? gh?mnw? bi e."
